iri,prefix,vocabulary,tier,kind,label,definition,types,parents,domain,range,status,deprecated,source
https://schema.org/fuelConsumption,schema,schema.org,2,property,fuelConsumption,"The amount of fuel consumed for traveling a particular distance or temporal duration with the given vehicle (e.g. liters per 100 km).\n\n* Note 1: There are unfortunately no standard unit codes for liters per 100 km. Use [[unitText]] to indicate the unit of measurement, e.g. L/100 km.\n* Note 2: There are two ways of indicating the fuel consumption, [[fuelConsumption]] (e.g. 8 liters per 100 km) and [[fuelEfficiency]] (e.g. 30 miles per gallon). They are reciprocal.\n* Note 3: Often, the absolute value is useful only when related to driving speed (""at 80 km/h"") or usage pattern (""city traffic""). You can use [[valueReference]] to link the value for the fuel consumption to another value.",rdf:Property,,schema:Vehicle,schema:QuantitativeValue,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/fuelEfficiency,schema,schema.org,2,property,fuelEfficiency,"The distance traveled per unit of fuel used; most commonly miles per gallon (mpg) or kilometers per liter (km/L).\n\n* Note 1: There are unfortunately no standard unit codes for miles per gallon or kilometers per liter. Use [[unitText]] to indicate the unit of measurement, e.g. mpg or km/L.\n* Note 2: There are two ways of indicating the fuel consumption, [[fuelConsumption]] (e.g. 8 liters per 100 km) and [[fuelEfficiency]] (e.g. 30 miles per gallon). They are reciprocal.\n* Note 3: Often, the absolute value is useful only when related to driving speed (""at 80 km/h"") or usage pattern (""city traffic""). You can use [[valueReference]] to link the value for the fuel economy to another value.",rdf:Property,,schema:Vehicle,schema:QuantitativeValue,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/fuelType,schema,schema.org,2,property,fuelType,"The type of fuel suitable for the engine or engines of the vehicle. If the vehicle has only one engine, this property can be attached directly to the vehicle.",rdf:Property,,schema:EngineSpecification; schema:Vehicle,schema:QualitativeValue; schema:Text; schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/fulfillmentType,schema,schema.org,2,property,fulfillmentType,Type of fulfillment applicable to the [[ShippingService]].,rdf:Property,,schema:ShippingService,schema:FulfillmentTypeEnumeration,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/functionalClass,schema,schema.org,2,property,functionalClass,The degree of mobility the joint allows.,rdf:Property,,schema:Joint,schema:MedicalEntity; schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/fundedItem,schema,schema.org,2,property,fundedItem,Indicates something directly or indirectly funded or sponsored through a [[Grant]]. See also [[ownershipFundingInfo]].,rdf:Property,,schema:Grant,schema:BioChemEntity; schema:CreativeWork; schema:Event; schema:MedicalEntity; schema:Organization; schema:Person; schema:Product,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/funder,schema,schema.org,2,property,funder,A person or organization that supports (sponsors) something through some kind of financial contribution.,rdf:Property,schema:sponsor,schema:CreativeWork; schema:Event; schema:Grant; schema:MonetaryGrant; schema:Organization; schema:Person,schema:Organization; schema:Person,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/funding,schema,schema.org,2,property,funding,A [[Grant]] that directly or indirectly provide funding or sponsorship for this item. See also [[ownershipFundingInfo]].,rdf:Property,,schema:BioChemEntity; schema:CreativeWork; schema:Event; schema:MedicalEntity; schema:Organization; schema:Person; schema:Product,schema:Grant,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/game,schema,schema.org,2,property,game,Video game which is played on this server.,rdf:Property,,schema:GameServer,schema:VideoGame,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gameAvailabilityType,schema,schema.org,2,property,gameAvailabilityType,"Indicates the availability type of the game content associated with this action, such as whether it is a full version or a demo.",rdf:Property,,schema:PlayGameAction,schema:GameAvailabilityEnumeration; schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gameEdition,schema,schema.org,2,property,gameEdition,The edition of a video game.,rdf:Property,,schema:VideoGame,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gameItem,schema,schema.org,2,property,gameItem,"An item is an object within the game world that can be collected by a player or, occasionally, a non-player character.",rdf:Property,,schema:Game; schema:VideoGameSeries,schema:Thing,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gameLocation,schema,schema.org,2,property,gameLocation,Real or fictional location of the game (or part of game).,rdf:Property,,schema:Game; schema:VideoGameSeries,schema:Place; schema:PostalAddress; schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gamePlatform,schema,schema.org,2,property,gamePlatform,"The electronic systems used to play <a href=""http://en.wikipedia.org/wiki/Category:Video_game_platforms"">video games</a>.",rdf:Property,,schema:VideoGame; schema:VideoGameSeries,schema:Text; schema:Thing; schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gameServer,schema,schema.org,2,property,gameServer,The server on which it is possible to play the game.,rdf:Property,,schema:VideoGame,schema:GameServer,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gameTip,schema,schema.org,2,property,gameTip,"Links to tips, tactics, etc.",rdf:Property,,schema:VideoGame,schema:CreativeWork,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gender,schema,schema.org,2,property,gender,"Gender of something, typically a [[Person]], but possibly also fictional characters, animals, etc. While https://schema.org/Male and https://schema.org/Female may be used, text strings are also acceptable for people who are not a binary gender. The [[gender]] property can also be used in an extended sense to cover e.g. the gender of sports teams. As with the gender of individuals, we do not try to enumerate all possibilities. A mixed-gender [[SportsTeam]] can be indicated with a text value of ""Mixed"".",rdf:Property,,schema:Person; schema:SportsTeam,schema:GenderType; schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/genre,schema,schema.org,2,property,genre,"Genre of the creative work, broadcast channel or group.",rdf:Property,,schema:BroadcastChannel; schema:CreativeWork; schema:MusicGroup,schema:DefinedTerm; schema:Text; schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geo,schema,schema.org,2,property,geo,The geo coordinates of the place.,rdf:Property,,schema:Place,schema:GeoCoordinates; schema:GeoShape,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoContains,schema,schema.org,2,property,geoContains,"Represents a relationship between two geometries (or the places they represent), relating a containing geometry to a contained geometry. ""a contains b iff no points of b lie in the exterior of a, and at least one point of the interior of b lies in the interior of a"". As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoCoveredBy,schema,schema.org,2,property,geoCoveredBy,"Represents a relationship between two geometries (or the places they represent), relating a geometry to another that covers it. As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoCovers,schema,schema.org,2,property,geoCovers,"Represents a relationship between two geometries (or the places they represent), relating a covering geometry to a covered geometry. ""Every point of b is a point of (the interior or boundary of) a"". As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoCrosses,schema,schema.org,2,property,geoCrosses,"Represents a relationship between two geometries (or the places they represent), relating a geometry to another that crosses it: ""a crosses b: they have some but not all interior points in common, and the dimension of the intersection is less than that of at least one of them"". As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoDisjoint,schema,schema.org,2,property,geoDisjoint,"Represents spatial relations in which two geometries (or the places they represent) are topologically disjoint: ""they have no point in common. They form a set of disconnected geometries."" (A symmetric relationship, as defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).)",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoEquals,schema,schema.org,2,property,geoEquals,"Represents spatial relations in which two geometries (or the places they represent) are topologically equal, as defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM). ""Two geometries are topologically equal if their interiors intersect and no part of the interior or boundary of one geometry intersects the exterior of the other"" (a symmetric relationship).",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoIntersects,schema,schema.org,2,property,geoIntersects,Represents spatial relations in which two geometries (or the places they represent) have at least one point in common. As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).,rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoMidpoint,schema,schema.org,2,property,geoMidpoint,"Indicates the GeoCoordinates at the centre of a GeoShape, e.g. GeoCircle.",rdf:Property,,schema:GeoCircle,schema:GeoCoordinates,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoOverlaps,schema,schema.org,2,property,geoOverlaps,"Represents a relationship between two geometries (or the places they represent), relating a geometry to another that geospatially overlaps it, i.e. they have some but not all points in common. As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoRadius,schema,schema.org,2,property,geoRadius,Indicates the approximate radius of a GeoCircle (metres unless indicated otherwise via Distance notation).,rdf:Property,,schema:GeoCircle,schema:Distance; schema:Number; schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoTouches,schema,schema.org,2,property,geoTouches,"Represents spatial relations in which two geometries (or the places they represent) touch: ""they have at least one boundary point in common, but no interior points."" (A symmetric relationship, as defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).)",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geoWithin,schema,schema.org,2,property,geoWithin,"Represents a relationship between two geometries (or the places they represent), relating a geometry to one that contains it, i.e. it is inside (i.e. within) its interior. As defined in [DE-9IM](https://en.wikipedia.org/wiki/DE-9IM).",rdf:Property,,schema:GeospatialGeometry; schema:Place,schema:GeospatialGeometry; schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/geographicArea,schema,schema.org,2,property,geographicArea,The geographic area associated with the audience.,rdf:Property,,schema:Audience,schema:AdministrativeArea,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gettingTestedInfo,schema,schema.org,2,property,gettingTestedInfo,"Information about getting tested (for a [[MedicalCondition]]), e.g. in the context of a pandemic.",rdf:Property,,schema:SpecialAnnouncement,schema:URL; schema:WebContent,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/givenName,schema,schema.org,2,property,givenName,"Given name. In the U.S., the first name of a Person.",rdf:Property,,schema:Person,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/globalLocationNumber,schema,schema.org,2,property,globalLocationNumber,"The [Global Location Number](http://www.gs1.org/gln) (GLN, sometimes also referred to as International Location Number or ILN) of the respective organization, person, or place. The GLN is a 13-digit number used to identify parties and physical locations.",rdf:Property,schema:identifier,schema:Organization; schema:Person; schema:Place,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/governmentBenefitsInfo,schema,schema.org,2,property,governmentBenefitsInfo,governmentBenefitsInfo provides information about government benefits associated with a SpecialAnnouncement.,rdf:Property,,schema:SpecialAnnouncement,schema:GovernmentService,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gracePeriod,schema,schema.org,2,property,gracePeriod,The period of time after any due date that the borrower has to fulfil its obligations before a default (failure to pay) is deemed to have occurred.,rdf:Property,,schema:LoanOrCredit,schema:Duration,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/grantee,schema,schema.org,2,property,grantee,"The person, organization, contact point, or audience that has been granted this permission.",rdf:Property,,schema:DigitalDocumentPermission,schema:Audience; schema:ContactPoint; schema:Organization; schema:Person,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/greater,schema,schema.org,2,property,greater,This ordering relation for qualitative values indicates that the subject is greater than the object.,rdf:Property,,schema:QualitativeValue,schema:QualitativeValue,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/greaterOrEqual,schema,schema.org,2,property,greaterOrEqual,This ordering relation for qualitative values indicates that the subject is greater than or equal to the object.,rdf:Property,,schema:QualitativeValue,schema:QualitativeValue,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gtin,schema,schema.org,2,property,gtin,"A Global Trade Item Number ([GTIN](https://www.gs1.org/standards/id-keys/gtin)). GTINs identify trade items, including products and services, using numeric identification codes. A correct [[gtin]] value should be a valid GTIN, which means that it should be an all-numeric string of either 8, 12, 13 or 14 digits, or a ""GS1 Digital Link"" URL based on such a string. The numeric component should also have a [valid GS1 check digit](https://www.gs1.org/services/check-digit-calculator) and meet the other rules for valid GTINs. See also [GS1's GTIN Summary](http://www.gs1.org/barcodes/technical/idkeys/gtin) and [Wikipedia](https://en.wikipedia.org/wiki/Global_Trade_Item_Number) for more details. Left-padding of the gtin values is not required or encouraged. The [[gtin]] property generalizes the earlier [[gtin8]], [[gtin12]], [[gtin13]], and [[gtin14]] properties. The GS1 [digital link specifications](https://www.gs1.org/standards/Digital-Link/) expresses GTINs as URLs (URIs, IRIs, etc.). Digital Links should be populated into the [[hasGS1DigitalLink]] attribute. Note also that this is a definition for how to include GTINs in Schema.org data, and not a definition of GTINs in general - see the GS1 documentation for authoritative details.",rdf:Property,schema:identifier,schema:Demand; schema:Offer; schema:Product,schema:Text; schema:URL,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gtin12,schema,schema.org,2,property,gtin12,"The GTIN-12 code of the product, or the product to which the offer refers. The GTIN-12 is the 12-digit GS1 Identification Key composed of a U.P.C. Company Prefix, Item Reference, and Check Digit used to identify trade items. See [GS1 GTIN Summary](http://www.gs1.org/barcodes/technical/idkeys/gtin) for more details.",rdf:Property,schema:gtin; schema:identifier,schema:Demand; schema:Offer; schema:Product,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gtin13,schema,schema.org,2,property,gtin13,"The GTIN-13 code of the product, or the product to which the offer refers. This is equivalent to 13-digit ISBN codes and EAN UCC-13. Former 12-digit UPC codes can be converted into a GTIN-13 code by simply adding a preceding zero. See [GS1 GTIN Summary](http://www.gs1.org/barcodes/technical/idkeys/gtin) for more details.",rdf:Property,schema:gtin; schema:identifier,schema:Demand; schema:Offer; schema:Product,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gtin14,schema,schema.org,2,property,gtin14,"The GTIN-14 code of the product, or the product to which the offer refers. See [GS1 GTIN Summary](http://www.gs1.org/barcodes/technical/idkeys/gtin) for more details.",rdf:Property,schema:gtin; schema:identifier,schema:Demand; schema:Offer; schema:Product,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/gtin8,schema,schema.org,2,property,gtin8,"The GTIN-8 code of the product, or the product to which the offer refers. This code is also known as EAN/UCC-8 or 8-digit EAN. See [GS1 GTIN Summary](http://www.gs1.org/barcodes/technical/idkeys/gtin) for more details.",rdf:Property,schema:gtin; schema:identifier,schema:Demand; schema:Offer; schema:Product,schema:Text,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/guideline,schema,schema.org,2,property,guideline,A medical guideline related to this entity.,rdf:Property,,schema:MedicalEntity,schema:MedicalGuideline,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/guidelineDate,schema,schema.org,2,property,guidelineDate,Date on which this guideline's recommendation was made.,rdf:Property,,schema:MedicalGuideline,schema:Date,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/guidelineSubject,schema,schema.org,2,property,guidelineSubject,"The medical conditions, treatments, etc. that are the subject of the guideline.",rdf:Property,,schema:MedicalGuideline,schema:MedicalEntity,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/handlingTime,schema,schema.org,2,property,handlingTime,"The typical delay between the receipt of the order and the goods either leaving the warehouse or being prepared for pickup, in case the delivery method is on site pickup. In the context of [[ShippingDeliveryTime]], Typical properties: minValue, maxValue, unitCode (d for DAY). This is by common convention assumed to mean business days (if a unitCode is used, coded as ""d""), i.e. only counting days when the business normally operates. In the context of [[ShippingService]], use the [[ServicePeriod]] format, that contains the same information in a structured form, with cut-off time, business days and duration.",rdf:Property,schema:duration,schema:ShippingDeliveryTime; schema:ShippingService,schema:QuantitativeValue; schema:ServicePeriod,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasAdultConsideration,schema,schema.org,2,property,hasAdultConsideration,Used to tag an item to be intended or suitable for consumption or use by adults only.,rdf:Property,,schema:Offer; schema:Product,schema:AdultOrientedEnumeration,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasBioChemEntityPart,schema,schema.org,2,property,hasBioChemEntityPart,Indicates a BioChemEntity that (in some sense) has this BioChemEntity as a part.,rdf:Property,,schema:BioChemEntity,schema:BioChemEntity,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasBioPolymerSequence,schema,schema.org,2,property,hasBioPolymerSequence,"A symbolic representation of a BioChemEntity. For example, a nucleotide sequence of a Gene or an amino acid sequence of a Protein.",rdf:Property,schema:hasRepresentation,schema:Gene; schema:Protein,schema:Text,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasBroadcastChannel,schema,schema.org,2,property,hasBroadcastChannel,A broadcast channel of a broadcast service.,rdf:Property,,schema:BroadcastService,schema:BroadcastChannel,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasCategoryCode,schema,schema.org,2,property,hasCategoryCode,A Category code contained in this code set.,rdf:Property,schema:hasDefinedTerm,schema:CategoryCodeSet,schema:CategoryCode,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasCertification,schema,schema.org,2,property,hasCertification,"Certification information about a product, organization, service, place, or person.",rdf:Property,cmns-cls:isClassifiedBy; fibo-fnd-arr-doc:isReferencedIn,schema:Organization; schema:Person; schema:Place; schema:Product; schema:Service,schema:Certification,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasCourse,schema,schema.org,2,property,hasCourse,A course or class that is one of the learning opportunities that constitute an educational / occupational program. No information is implied about whether the course is mandatory or optional; no guarantee is implied about whether the course will be available to everyone on the program.,rdf:Property,,schema:EducationalOccupationalProgram,schema:Course,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasCourseInstance,schema,schema.org,2,property,hasCourseInstance,An offering of the course at a specific time and place or through specific media or mode of study or to a specific section of students.,rdf:Property,,schema:Course,schema:CourseInstance,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasCredential,schema,schema.org,2,property,hasCredential,A credential awarded to the Person or Organization.,rdf:Property,,schema:Organization; schema:Person,schema:Credential,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasDefinedTerm,schema,schema.org,2,property,hasDefinedTerm,A Defined Term contained in this term set.,rdf:Property,,schema:DefinedTermSet; schema:Taxon,schema:DefinedTerm,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasDeliveryMethod,schema,schema.org,2,property,hasDeliveryMethod,Method used for delivery or shipping.,rdf:Property,,schema:DeliveryEvent; schema:ParcelDelivery,schema:DeliveryMethod,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasDigitalDocumentPermission,schema,schema.org,2,property,hasDigitalDocumentPermission,"A permission related to the access to this document (e.g. permission to read or write an electronic document). For a public document, specify a grantee with an Audience with audienceType equal to ""public"".",rdf:Property,,schema:DigitalDocument,schema:DigitalDocumentPermission,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasDigitalProductPassport,schema,schema.org,2,property,hasDigitalProductPassport,"A link to a Digital Product Passport (DPP) or a digital record detailing the lifecycle, sustainability, and compliance data for this product or offer. This may be a direct URL, a GS1 Digital Link URI, or a nested DigitalProductPassport object. Note: This property is aligned with the IANA 'dpp' link relation and the GS1 Web Vocabulary 'dpp' link type.",rdf:Property,schema:hasCertification,schema:Offer; schema:Product,schema:DigitalProductPassport; schema:URL,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasDriveThroughService,schema,schema.org,2,property,hasDriveThroughService,"Indicates whether some facility (e.g. [[FoodEstablishment]], [[CovidTestingFacility]]) offers a service that can be used by driving through in a car. In the case of [[CovidTestingFacility]] such facilities could potentially help with social distancing from other potentially-infected users.",rdf:Property,,schema:Place,schema:Boolean,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasEnergyConsumptionDetails,schema,schema.org,2,property,hasEnergyConsumptionDetails,"Defines the energy efficiency Category (also known as ""class"" or ""rating"") for a product according to an international energy efficiency standard.",rdf:Property,,schema:Product,schema:EnergyConsumptionDetails,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasEnergyEfficiencyCategory,schema,schema.org,2,property,hasEnergyEfficiencyCategory,Defines the energy efficiency Category (which could be either a rating out of range of values or a yes/no certification) for a product according to an international energy efficiency standard.,rdf:Property,,schema:EnergyConsumptionDetails,schema:EnergyEfficiencyEnumeration,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasGS1DigitalLink,schema,schema.org,2,property,hasGS1DigitalLink,"The <a href=""https://www.gs1.org/standards/gs1-digital-link"">GS1 digital link</a> associated with the object. This URL should conform to the particular requirements of digital links. The link should only contain the Application Identifiers (AIs) that are relevant for the entity being annotated, for instance a [[Product]] or an [[Organization]], and for the correct granularity. In particular, for products:<ul><li>A Digital Link that contains a serial number (AI <code>21</code>) should only be present on instances of [[IndividualProduct]]</li><li>A Digital Link that contains a lot number (AI <code>10</code>) should be annotated as [[SomeProducts]] if only products from that lot are sold, or [[IndividualProduct]] if there is only a specific product.</li><li>A Digital Link that contains a global model number (AI <code>8013</code>) should be attached to a [[Product]] or a [[ProductModel]].</li></ul> Other item types should be adapted similarly.",rdf:Property,schema:identifier,schema:Offer; schema:Organization; schema:Place; schema:Product,schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasHealthAspect,schema,schema.org,2,property,hasHealthAspect,"Indicates the aspect or aspects specifically addressed in some [[HealthTopicContent]]. For example, that the content is an overview, or that it talks about treatment, self-care, treatments or their side-effects.",rdf:Property,,schema:HealthTopicContent,schema:HealthAspectEnumeration,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMap,schema,schema.org,2,property,hasMap,A URL to a map of the place.,rdf:Property,,schema:Place,schema:Map; schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMeasurement,schema,schema.org,2,property,hasMeasurement,"A measurement of an item, For example, the inseam of pants, the wheel size of a bicycle, the gauge of a screw, or the carbon footprint measured for certification by an authority. Usually an exact measurement, but can also be a range of measurements for adjustable products, for example belts and ski bindings.",rdf:Property,,schema:Certification; schema:Offer; schema:Product; schema:SizeSpecification,schema:QuantitativeValue,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMemberProgram,schema,schema.org,2,property,hasMemberProgram,"MemberProgram offered by an Organization, for example an eCommerce merchant or an airline.",rdf:Property,,schema:Organization,schema:MemberProgram,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMenu,schema,schema.org,2,property,hasMenu,"Either the actual menu as a structured representation, as text, or a URL of the menu.",rdf:Property,,schema:FoodEstablishment,schema:Menu; schema:Text; schema:URL,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMenuItem,schema,schema.org,2,property,hasMenuItem,A food or drink item contained in a menu or menu section.,rdf:Property,,schema:Menu; schema:MenuSection,schema:MenuItem,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMenuSection,schema,schema.org,2,property,hasMenuSection,"A subgrouping of the menu (by dishes, course, serving time period, etc.).",rdf:Property,,schema:Menu; schema:MenuSection,schema:MenuSection,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMerchantReturnPolicy,schema,schema.org,2,property,hasMerchantReturnPolicy,Specifies a MerchantReturnPolicy that may be applicable.,rdf:Property,,schema:Offer; schema:Organization; schema:Product,schema:MerchantReturnPolicy,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasMolecularFunction,schema,schema.org,2,property,hasMolecularFunction,Molecular function performed by this BioChemEntity; please use PropertyValue if you want to include any evidence.,rdf:Property,,schema:BioChemEntity,schema:DefinedTerm; schema:PropertyValue; schema:URL,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasOccupation,schema,schema.org,2,property,hasOccupation,"The Person's occupation. For past professions, use Role for expressing dates.",rdf:Property,,schema:Person,schema:Occupation,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasOfferCatalog,schema,schema.org,2,property,hasOfferCatalog,"Indicates an OfferCatalog listing for this Organization, Person, or Service.",rdf:Property,,schema:Organization; schema:Person; schema:Service,schema:OfferCatalog,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasPOS,schema,schema.org,2,property,hasPOS,Points-of-Sales operated by the organization or person.,rdf:Property,,schema:Organization; schema:Person,schema:Place,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasPart,schema,schema.org,2,property,hasPart,"Indicates an item or CreativeWork that is part of this item, or CreativeWork (in some sense).",rdf:Property,,schema:CreativeWork,schema:CreativeWork,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasParticipationOffer,schema,schema.org,2,property,hasParticipationOffer,"An offer to participate in the event, for example, Call for Proposals, Call for Speakers, or Call for Performers.",rdf:Property,,schema:Event,schema:Offer,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasProductReturnPolicy,schema,schema.org,2,property,hasProductReturnPolicy,Indicates a ProductReturnPolicy that may be applicable.,rdf:Property,,schema:Organization; schema:Product,schema:ProductReturnPolicy,,schema:supersededBy schema:hasMerchantReturnPolicy,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasRepresentation,schema,schema.org,2,property,hasRepresentation,A common representation such as a protein sequence or chemical structure for this entity. For images use schema.org/image.,rdf:Property,,schema:BioChemEntity,schema:PropertyValue; schema:Text; schema:URL,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasShippingService,schema,schema.org,2,property,hasShippingService,Specification of a shipping service offered by the organization.,rdf:Property,,schema:OfferShippingDetails; schema:Organization,schema:ShippingService,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/hasSponsorshipOffer,schema,schema.org,2,property,hasSponsorshipOffer,"An offer to sponsor the event, for example, Sponsorship Prospectus, Sponsorship Opportunities, or Sponsor Packages.",rdf:Property,,schema:Event,schema:Offer,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
