iri,prefix,vocabulary,tier,kind,label,definition,types,parents,domain,range,status,deprecated,source
http://rdf-vocabulary.ddialliance.org/xkos#before,xkos,XKOS,2,property,before,,owl:TransitiveProperty; rdf:Property,xkos:temporal,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#belongsTo,xkos,XKOS,2,property,belongs to,,owl:ObjectProperty; rdf:Property,,skos:ConceptScheme,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#caseLaw,xkos,XKOS,2,property,case law,,owl:AnnotationProperty; rdf:Property,skos:note,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#causal,xkos,XKOS,2,property,has causal,,owl:ObjectProperty; rdf:Property,skos:related,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#causedBy,xkos,XKOS,2,property,caused by,,owl:ObjectProperty; rdf:Property,xkos:causal,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#causes,xkos,XKOS,2,property,causes,,owl:ObjectProperty; rdf:Property,xkos:causal,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#classifiedUnder,xkos,XKOS,2,property,classified under,,owl:ObjectProperty; rdf:Property,,rdfs:Resource,skos:Concept,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#compares,xkos,XKOS,2,property,compares,,owl:ObjectProperty; rdf:Property,,xkos:Correspondence,skos:ConceptScheme,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#coreContentNote,xkos,XKOS,2,property,core content,,owl:AnnotationProperty; rdf:Property,xkos:inclusionNote,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#covers,xkos,XKOS,2,property,covers,,owl:ObjectProperty; rdf:Property,,,skos:Concept,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#coversExhaustively,xkos,XKOS,2,property,covers exhaustively,,owl:ObjectProperty; rdf:Property,xkos:covers,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#coversMutuallyExclusively,xkos,XKOS,2,property,covers mutually exclusively,,owl:ObjectProperty; rdf:Property,xkos:covers,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#depth,xkos,XKOS,2,property,depth,,owl:DatatypeProperty; rdf:Property,,xkos:ClassificationLevel,xsd:positiveInteger,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#disjoint,xkos,XKOS,2,property,disjoint from,,owl:ObjectProperty; rdf:Property,skos:related,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#exclusionNote,xkos,XKOS,2,property,exclusions,,owl:AnnotationProperty; rdf:Property,skos:scopeNote,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#follows,xkos,XKOS,2,property,follows,,owl:ObjectProperty; rdf:Property,,skos:ConceptScheme,skos:ConceptScheme,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#generalizes,xkos,XKOS,2,property,generalizes,,owl:ObjectProperty; rdf:Property,skos:narrower,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#hasPart,xkos,XKOS,2,property,has part,,owl:ObjectProperty; rdf:Property,skos:narrower,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#inclusionNote,xkos,XKOS,2,property,inclusions,,owl:AnnotationProperty; rdf:Property,skos:scopeNote,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#isPartOf,xkos,XKOS,2,property,is a part of,,owl:ObjectProperty; rdf:Property,skos:broader,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#levels,xkos,XKOS,2,property,level list,,owl:ObjectProperty; rdf:Property,,skos:ConceptScheme,rdf:List,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#madeOf,xkos,XKOS,2,property,made of,,owl:ObjectProperty; rdf:Property,,xkos:Correspondence,xkos:ConceptAssociation,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#maxLength,xkos,XKOS,2,property,maximum length,,owl:DatatypeProperty; rdf:Property,,skosxl:Label,xsd:positiveInteger,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#next,xkos,XKOS,2,property,next,immediate successor in the sequence,owl:ObjectProperty; rdf:Property,xkos:succeeds,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#notationPattern,xkos,XKOS,2,property,code pattern,,owl:DatatypeProperty; rdf:Property,,xkos:ClassificationLevel,xsd:string,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#numberOfLevels,xkos,XKOS,2,property,number of levels,,owl:DatatypeProperty; rdf:Property,,skos:ConceptScheme,xsd:positiveInteger,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#organizedBy,xkos,XKOS,2,property,organized by,,owl:ObjectProperty; rdf:Property,,xkos:ClassificationLevel,skos:Concept,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#plainText,xkos,XKOS,2,property,plain text,"This property is expected to store plain text literals, without HTML or XML markup.",owl:AnnotationProperty; rdf:Property,,xkos:ExplanatoryNote,rdf:PlainLiteral,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#precedes,xkos,XKOS,2,property,precedes,predecessor in the sequence,owl:TransitiveProperty; rdf:Property,xkos:sequential,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#previous,xkos,XKOS,2,property,previous,immediate predecessor in the sequence,owl:ObjectProperty; rdf:Property,xkos:precedes,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#sequential,xkos,XKOS,2,property,has sequential,,owl:ObjectProperty; rdf:Property,skos:related,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#sourceConcept,xkos,XKOS,2,property,source concept,,owl:ObjectProperty; rdf:Property,,xkos:ConceptAssociation,skos:Concept,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#specializes,xkos,XKOS,2,property,specializes,,owl:ObjectProperty; rdf:Property,skos:broader,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#succeeds,xkos,XKOS,2,property,succeeds,successor in the sequence,owl:TransitiveProperty; rdf:Property,xkos:sequential,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#supersedes,xkos,XKOS,2,property,supersedes,,owl:ObjectProperty; rdf:Property,xkos:follows,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#targetConcept,xkos,XKOS,2,property,target concept,,owl:ObjectProperty; rdf:Property,,xkos:ConceptAssociation,skos:Concept,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#temporal,xkos,XKOS,2,property,has temporal,,owl:ObjectProperty; rdf:Property,xkos:sequential,,,,,http://rdf-vocabulary.ddialliance.org/xkos
http://rdf-vocabulary.ddialliance.org/xkos#variant,xkos,XKOS,2,property,variant,,owl:ObjectProperty; rdf:Property,,skos:ConceptScheme,skos:ConceptScheme,,,http://rdf-vocabulary.ddialliance.org/xkos
http://purl.org/iso25964/skos-thes#CompoundEquivalence,iso-thes,ISO 25964 SKOS extension,3,class,Compound Equivalence,"ISO CompoundEquivalence iso-thes:plusUseTerm (and its inverse iso-thes:plusUFTerm) may be derived from iso-thes:CompoundEquivalence. For a iso-thes:CompoundEquivalence instance each derived iso thes:plusUseTerm has as: - subject: the iso thes:plusUF value - object: the iso thes:plusUse value An ISO 25964 compliant thesaurus only has one compound equivalence relation for each split non preferred term. In special cases where the iso-thes:SplitNonPreferredTerm has more than one decomposition, the inverse inference may not be possible. (While this situation should not arise within a single thesaurus that complies with ISO 25964, it could occur if terms and relationships have been drawn from more than one thesaurus. For this reason the property skos:inScheme (http://www.w3.org/2004/02/skos/core#inScheme) should be used with each instance of the class Compound Equivalence, to relate it to its Thesaurus.)",owl:Class,,,,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#ConceptGroup,iso-thes,ISO 25964 SKOS extension,3,class,Concept Group,"Definition: A concept group is a group of concepts making up a subset of the thesaurus. Member concepts may be drawn from many different facets or hierarchies of the thesaurus. While almost any criterion may be used to select the members, this construct is commonly used to define a micro-thesaurus that will be used by a particular user group or domain. The skos:inScheme (http://www.w3.org/2004/02/skos/core#inScheme) property should be used to indicate the thesaurus to which an instance of skos:Collection applies (see ISO 25964: isPartOf). Use rdfs:label or xl:prefLabel for the ConceptGroup label (1 per language). Optional label attributes typically are mapped to dc: (or dct:) properties: - dct:created - dct:modified These can be attached to the xl:Label instance that is the value of the xl:prefLabel. Depending on the value of the ISO conceptGroupType a sub-class of iso thes:ConceptGroup should be defined. e.g.: EUROVOC and UNESCO use - Domain - MicroThesaurus (an iso-thes:hasSubGroup of a Domain)",owl:Class,skos:Collection,,,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#PreferredTerm,iso-thes,ISO 25964 SKOS extension,3,class,Preferred Term,ISO PreferredTerm: Instances of iso-thes:PreferredTerm are objects of skos-xl:prefLabel statements. Making the class explicit allows RDF/OWL consistency checks for CompoundEquivalence.,owl:Class,xl:Label,,,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#SimpleNonPreferredTerm,iso-thes,ISO 25964 SKOS extension,3,class,Simple Non Preferred Term,"ISO SimpleNonPreferredTerm Instances of iso:SimpleNonPreferredTerm are the object of either of skos xl:altLabel or skos xl:hiddenLabel statements. Identifying cases of Equivalence: In SKOS/-XL, Equivalence may be derived between the skos/skos xl:prefLabel statements on one hand and the skos/skos xl:altLabel or the skos/skos xl:hiddenLabel statements on the other hand where: - the subject of all these statements is the same instance of skos:Concept, - the language of all the bound labels is the same, - the prefLabel has the role USE, and - the altLabel and hiddenLabel have the role UF.",owl:Class,xl:Label,,,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#SplitNonPreferredTerm,iso-thes,ISO 25964 SKOS extension,3,class,Split Non Preferred Term,"iso SplitNonPreferredTerm This class provides for an 'imagined' concept that may exist in a user’s mind but is not present in the thesaurus (Concept Scheme); it can, however, be represented by a combination of two or more preferred terms (skos-xl:prefLabel) in the thesaurus. (In contrast, concepts present in the thesaurus are provided for by the ThesaurusConcept class.) This label is provided by the object property iso thes:plusUF - domain: iso-thes:CompoundEquivalence - range: iso-thes:SplitNonPreferredTerm.",owl:Class,xl:Label,,,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#ThesaurusArray,iso-thes,ISO 25964 SKOS extension,3,class,Thesaurus Array,"Definition: ISO ThesaurusArray An array is a group of sibling concepts Instances of ThesaurusArray can be mapped to instances of skos:OrderedCollection (a subclass of skos:Collection) if and only if the array needs to be an ordered array (in the ISO-25964 model the value of its Boolean attribute ""ordered"" is true). It is advised to use the skos:inScheme (http://www.w3.org/2004/02/skos/core#inScheme) property on such a skos:Collection to relate it to its Thesaurus (see ISO 25964: isPartOf). Concepts in a thesaurus array are sibling concepts in the thesaurus. If present, the node label of a thesaurus array is mapped to rdfs:label or xl:prefLabel. Optional node label attributes typically are mapped to dc: (or dct:) properties: - dct:created - dct:modified These can be attached (if needed) to the xl:Label instance that is the value of xl:prefLabel.",owl:Class,skos:Collection,,,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#broaderGeneric,iso-thes,ISO 25964 SKOS extension,3,property,broader term (generic),Definition: ISO 25964-1: BTG The immediate (direct or one-step) class - generalized class relationship.,owl:ObjectProperty,skos:broader,skos:Concept,skos:Concept,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#broaderInstantial,iso-thes,ISO 25964 SKOS extension,3,property,broader term (instantial),Definition: ISO 25964-1: BTI The immediate (direct or one-step) instance - class relationship.,owl:ObjectProperty,skos:broader,skos:Concept,skos:Concept,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#broaderPartitive,iso-thes,ISO 25964 SKOS extension,3,property,broader term (partitive),"Definition: ISO 25964-1: BTP When the ISO 25964 standard is followed, the BTP/NTP relationship should qualify for a transitive closure.",owl:ObjectProperty,skos:broader,skos:Concept,skos:Concept,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#microThesaurusOf,iso-thes,ISO 25964 SKOS extension,3,property,micro-thesaurus of,"Definition: Concept groups published as sub-thesauri (e.g., having micro-thesaurus as ISO conceptGroupType)",owl:ObjectProperty,skos:inScheme,iso-thes:ConceptGroup,skos:ConceptScheme,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#narrowerGeneric,iso-thes,ISO 25964 SKOS extension,3,property,narrower term (generic),Definition: ISO 25964-1: NTG The immediate (direct or one-step) class - specialized class relationship.,owl:ObjectProperty,skos:narrower,skos:Concept,skos:Concept,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#narrowerInstantial,iso-thes,ISO 25964 SKOS extension,3,property,narrower term (instantial),Definition: ISO 25964-1: NTI The immediate (direct or one-step) class - instance relationship.,owl:ObjectProperty,skos:narrower,skos:Concept,skos:Concept,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#narrowerPartitive,iso-thes,ISO 25964 SKOS extension,3,property,narrower term (partitive),"Definition: ISO 25964-1: NTP When the ISO 25964 standard is followed, the BTP/NTP relationship should qualify for a transitive closure.",owl:ObjectProperty,skos:narrower,skos:Concept,skos:Concept,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#plusUF,iso-thes,ISO 25964 SKOS extension,3,property,split non preferred term,Definition: ISO 25964-1: UF+ The non preferred term labeling a complex concept. The complex concept will be identified by splitting the non preferred term into 2 or more (component) preferred terms.,owl:ObjectProperty,,iso-thes:CompoundEquivalence,iso-thes:SplitNonPreferredTerm,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#plusUFTerm,iso-thes,ISO 25964 SKOS extension,3,property,UF+,Definition: ISO 25964-1: UF+ The non-preferred term expressing a compound concept that should be represented by a combination of preferred terms,owl:ObjectProperty,xl:labelRelation,iso-thes:PreferredTerm,iso-thes:SplitNonPreferredTerm,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#plusUse,iso-thes,ISO 25964 SKOS extension,3,property,component preferred term,,owl:ObjectProperty,,iso-thes:CompoundEquivalence,iso-thes:PreferredTerm,,,http://purl.org/iso25964/skos-thes
http://purl.org/iso25964/skos-thes#plusUseTerm,iso-thes,ISO 25964 SKOS extension,3,property,USE+,Definition: ISO 25964-1: USE+ The two or more (component) preferred terms following should be used together to represent the concept indicated by the (split) non preferred term.,owl:ObjectProperty,xl:labelRelation,iso-thes:SplitNonPreferredTerm,iso-thes:PreferredTerm,,,http://purl.org/iso25964/skos-thes
